"序号","文件名","扩展名","大小MB","一级目录","模块","内容类型","建议标签","格式处理建议","相对路径","完整路径"
"54","教育综合知识1400题-判断题-300题-题本.docx",".docx","0.05","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\（单多判）教育综合知识1400题\教育综合知识1400题-判断题-300题-题本.docx","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\（单多判）教育综合知识1400题\教育综合知识1400题-判断题-300题-题本.docx"
"55","教综上岸必刷300题.pdf",".pdf","0.69","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\考前必刷教综精选1000题、300题\教综上岸必刷300题.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\考前必刷教综精选1000题、300题\教综上岸必刷300题.pdf"
"56","全新版教师招聘模拟卷（八）.pdf",".pdf","0.37","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（八）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（八）.pdf"
"57","全新版教师招聘模拟卷（九）.pdf",".pdf","0.22","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（九）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（九）.pdf"
"58","全新版教师招聘模拟卷（六）.pdf",".pdf","0.29","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（六）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（六）.pdf"
"59","全新版教师招聘模拟卷（七）.pdf",".pdf","0.32","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（七）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（七）.pdf"
"60","全新版教师招聘模拟卷（三）.pdf",".pdf","0.21","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（三）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（三）.pdf"
"61","全新版教师招聘模拟卷（十）.pdf",".pdf","0.48","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（十）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（十）.pdf"
"62","全新版教师招聘模拟卷（四）.pdf",".pdf","0.37","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（四）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（四）.pdf"
"63","全新版教师招聘模拟卷（一）.pdf",".pdf","0.23","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（一）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新版教师招聘模拟卷（一）.pdf"
"64","全新版教师招聘——上岸考生考过状元笔记.pdf",".pdf","17.88","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘——上岸考生考过状元笔记.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘——上岸考生考过状元笔记.pdf"
"65","全新版教育基础知识笔试核心考点【图书扫描版】.pdf",".pdf","168.28","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教育基础知识笔试核心考点【图书扫描版】.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教育基础知识笔试核心考点【图书扫描版】.pdf"
"66","全新教师招聘模拟卷（二）.pdf",".pdf","0.3","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新教师招聘模拟卷（二）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新教师招聘模拟卷（二）.pdf"
"67","全新教师招聘模拟卷（五）.pdf",".pdf","0.29","西安高层次人才教育类","教育综合","预测押题","冲刺","保留原格式","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新教师招聘模拟卷（五）.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教师招聘【教育综合知识】-预测模拟试卷十套\全新教师招聘模拟卷（五）.pdf"
"68","【1】全新教师招聘考试《教育综合知识》考试考点背诵总结_【金榜题名教育培训】.doc",".doc","1.02","西安高层次人才教育类","教育综合","主观题背诵","冲刺","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【1】全新教师招聘考试《教育综合知识》考试考点背诵总结_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【1】全新教师招聘考试《教育综合知识》考试考点背诵总结_【金榜题名教育培训】.doc"
"69","全新版教育基础知识——教育理论考前背诵版.doc",".doc","0.8","西安高层次人才教育类","教育综合","主观题背诵","冲刺","暂不批量转换，精选后再处理","西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教育基础知识——教育理论考前背诵版.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【预测题库】西安高层次人才教育类招聘考试教育综合知识复习资料新版\全新版教育基础知识——教育理论考前背诵版.doc"
